chat_id,turn,text,intent,variables,aggregation,locations,times,operation,ctx_locations,ctx_times,split,source,lang
v1-ev-00234,0,i have an outdoor plan in Nellurkembraje this weekend - what is the rain chance?,FORECAST,RAIN,RAW,"[""Nellurkembraje""]","[""this weekend""]",SET,"[""Nellurkembraje""]","[""this weekend""]",eval,v1,en
mv-tr-00000,0,"Chikmagalur next 3 days: wind direction, sunshine, cloudiness",FORECAST,WIND_DIRECTION|SUNSHINE|CLOUD_COVER,RAW,"[""Chikmagalur""]","[""next 3 days""]",SET,"[""Chikmagalur""]","[""next 3 days""]",train,multivar,en
mv-tr-00001,0,"send wind direction, humidity and daytime high for Vizag tonight",CURRENT,WIND_DIRECTION|HUMIDITY|TEMPERATURE_MAX,RAW,"[""Vizag""]","[""tonight""]",SET,"[""Vizag""]","[""tonight""]",train,multivar,en
mv-tr-00002,0,compare soil moisture in Tawang between tomorrow morning and tonight,COMPARE,SOIL_MOISTURE,RAW,"[""Tawang""]","[""tomorrow morning"", ""tonight""]",SET,"[""Tawang""]","[""tomorrow morning"", ""tonight""]",train,multivar,en
mv-tr-00003,0,temp in Kakinada and Tirupati tomorrow,COMPARE,TEMPERATURE,RAW,"[""Kakinada"", ""Tirupati""]","[""tomorrow""]",SET,"[""Kakinada"", ""Tirupati""]","[""tomorrow""]",train,multivar,en
mv-tr-00004,0,"show sunshine hours, precipitation for Warangal at 6 PM",FORECAST,SUNSHINE|RAIN,RAW,"[""Warangal""]","[""at 6 PM""]",SET,"[""Warangal""]","[""at 6 PM""]",train,multivar,en
mv-tr-00005,0,check field moisture and humidity in Chikmagalur tomorrow,FORECAST,SOIL_MOISTURE|HUMIDITY,RAW,"[""Chikmagalur""]","[""tomorrow""]",SET,"[""Chikmagalur""]","[""tomorrow""]",train,multivar,en
mv-tr-00006,0,what is the humidity and how hot it is in Pithoragarh this evening?,CURRENT,HUMIDITY|TEMPERATURE,RAW,"[""Pithoragarh""]","[""this evening""]",SET,"[""Pithoragarh""]","[""this evening""]",train,multivar,en
mv-tr-00007,0,"send minimum temperature, temperature and soil moisture for Barpeta next week",FORECAST,TEMPERATURE_MIN|TEMPERATURE|SOIL_MOISTURE,RAW,"[""Barpeta""]","[""next week""]",SET,"[""Barpeta""]","[""next week""]",train,multivar,en
mv-tr-00008,0,check wind speed and overnight low in Barpeta,CURRENT,WIND_SPEED|TEMPERATURE_MIN,RAW,"[""Barpeta""]",[],SET,"[""Barpeta""]",[],train,multivar,en
mv-tr-00009,0,Angara temperature and wind speed next week,FORECAST,TEMPERATURE|WIND_SPEED,RAW,"[""Angara""]","[""next week""]",SET,"[""Angara""]","[""next week""]",train,multivar,en
mv-tr-00010,0,compare wind heading in Kakinada and Pithoragarh today,COMPARE,WIND_DIRECTION,RAW,"[""Kakinada"", ""Pithoragarh""]","[""today""]",SET,"[""Kakinada"", ""Pithoragarh""]","[""today""]",train,multivar,en
mv-tr-00011,0,"wind speed, field moisture, soil temp for Nokha",CURRENT,WIND_SPEED|SOIL_MOISTURE|SOIL_TEMPERATURE,RAW,"[""Nokha""]",[],SET,"[""Nokha""]",[],train,multivar,en
mv-tr-00012,0,what is the temperature and showers in Bhopal at 6 PM?,FORECAST,TEMPERATURE|RAIN,RAW,"[""Bhopal""]","[""at 6 PM""]",SET,"[""Bhopal""]","[""at 6 PM""]",train,multivar,en
mv-tr-00013,0,check wind direction and relative humidity in Warangal tonight,CURRENT,WIND_DIRECTION|HUMIDITY,RAW,"[""Warangal""]","[""tonight""]",SET,"[""Warangal""]","[""tonight""]",train,multivar,en
mv-tr-00014,0,"what is the rain, cloudiness and soil temp in Hyderabad tomorrow?",FORECAST,RAIN|CLOUD_COVER|SOIL_TEMPERATURE,RAW,"[""Hyderabad""]","[""tomorrow""]",SET,"[""Hyderabad""]","[""tomorrow""]",train,multivar,en
mv-tr-00015,0,"i want cloud cover, daytime high and wind speed in Kollam at 6 PM",FORECAST,CLOUD_COVER|TEMPERATURE_MAX|WIND_SPEED,RAW,"[""Kollam""]","[""at 6 PM""]",SET,"[""Kollam""]","[""at 6 PM""]",train,multivar,en
mv-tr-00016,0,soil temperature in Tirupati at 6 PM and this evening,COMPARE,SOIL_TEMPERATURE,RAW,"[""Tirupati""]","[""at 6 PM"", ""this evening""]",SET,"[""Tirupati""]","[""at 6 PM"", ""this evening""]",train,multivar,en
mv-tr-00017,0,cloud cover in Kollam and Hyderabad day after tomorrow,COMPARE,CLOUD_COVER,RAW,"[""Kollam"", ""Hyderabad""]","[""day after tomorrow""]",SET,"[""Kollam"", ""Hyderabad""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00018,0,"show precipitation, wind for Kochi next 3 days",FORECAST,RAIN|WIND_SPEED,RAW,"[""Kochi""]","[""next 3 days""]",SET,"[""Kochi""]","[""next 3 days""]",train,multivar,en
mv-tr-00019,0,check max temp and rain in Hyderabad tonight,CURRENT,TEMPERATURE_MAX|RAIN,RAW,"[""Hyderabad""]","[""tonight""]",SET,"[""Hyderabad""]","[""tonight""]",train,multivar,en
mv-tr-00020,0,Guntur min temp and relative humidity this evening,CURRENT,TEMPERATURE_MIN|HUMIDITY,RAW,"[""Guntur""]","[""this evening""]",SET,"[""Guntur""]","[""this evening""]",train,multivar,en
mv-tr-00021,0,i need dew point and sunshine for Bhopal tonight,CURRENT,DEW_POINT|SUNSHINE,RAW,"[""Bhopal""]","[""tonight""]",SET,"[""Bhopal""]","[""tonight""]",train,multivar,en
mv-tr-00022,0,soil moisture and sunshine hours in Angara on Friday,FORECAST,SOIL_MOISTURE|SUNSHINE,RAW,"[""Angara""]","[""on Friday""]",SET,"[""Angara""]","[""on Friday""]",train,multivar,en
mv-tr-00023,0,soil temperature in Kalimpong on Friday and next week,COMPARE,SOIL_TEMPERATURE,RAW,"[""Kalimpong""]","[""on Friday"", ""next week""]",SET,"[""Kalimpong""]","[""on Friday"", ""next week""]",train,multivar,en
mv-tr-00024,0,"send minimum temperature, humidity and dew point for Kollam tomorrow",FORECAST,TEMPERATURE_MIN|HUMIDITY|DEW_POINT,RAW,"[""Kollam""]","[""tomorrow""]",SET,"[""Kollam""]","[""tomorrow""]",train,multivar,en
mv-tr-00025,0,"soil temp, maximum temperature and dewpoint in Kakinada",CURRENT,SOIL_TEMPERATURE|TEMPERATURE_MAX|DEW_POINT,RAW,"[""Kakinada""]",[],SET,"[""Kakinada""]",[],train,multivar,en
mv-tr-00026,0,wind heading in Guntur day after tomorrow and tomorrow morning,COMPARE,WIND_DIRECTION,RAW,"[""Guntur""]","[""day after tomorrow"", ""tomorrow morning""]",SET,"[""Guntur""]","[""day after tomorrow"", ""tomorrow morning""]",train,multivar,en
mv-tr-00027,0,check minimum temperature and soil temperature in Tawang today,CURRENT,TEMPERATURE_MIN|SOIL_TEMPERATURE,RAW,"[""Tawang""]","[""today""]",SET,"[""Tawang""]","[""today""]",train,multivar,en
mv-tr-00028,0,"wind in Angara today, at 6 PM",COMPARE,WIND_SPEED,RAW,"[""Angara""]","[""today"", ""at 6 PM""]",SET,"[""Angara""]","[""today"", ""at 6 PM""]",train,multivar,en
mv-tr-00029,0,"sunlight, soil temperature and temp in Hyderabad next 3 days",FORECAST,SUNSHINE|SOIL_TEMPERATURE|TEMPERATURE,RAW,"[""Hyderabad""]","[""next 3 days""]",SET,"[""Hyderabad""]","[""next 3 days""]",train,multivar,en
mv-tr-00030,0,wind heading and cloudiness in Vizag,CURRENT,WIND_DIRECTION|CLOUD_COVER,RAW,"[""Vizag""]",[],SET,"[""Vizag""]",[],train,multivar,en
mv-tr-00031,0,"show rainfall, sunlight for Tawang tonight",CURRENT,RAIN|SUNSHINE,RAW,"[""Tawang""]","[""tonight""]",SET,"[""Tawang""]","[""tonight""]",train,multivar,en
mv-tr-00032,0,"wind speed, field moisture, humidity for Angara this evening",CURRENT,WIND_SPEED|SOIL_MOISTURE|HUMIDITY,RAW,"[""Angara""]","[""this evening""]",SET,"[""Angara""]","[""this evening""]",train,multivar,en
mv-tr-00033,0,"Angara at 6 PM: showers, max temp, soil moisture",FORECAST,RAIN|TEMPERATURE_MAX|SOIL_MOISTURE,RAW,"[""Angara""]","[""at 6 PM""]",SET,"[""Angara""]","[""at 6 PM""]",train,multivar,en
mv-tr-00034,0,Rajahmundry min temp and wind heading next week,FORECAST,TEMPERATURE_MIN|WIND_DIRECTION,RAW,"[""Rajahmundry""]","[""next week""]",SET,"[""Rajahmundry""]","[""next week""]",train,multivar,en
mv-tr-00035,0,"wind direction for Pithoragarh, Angara and Chikmagalur day after tomorrow",COMPARE,WIND_DIRECTION,RAW,"[""Pithoragarh"", ""Angara"", ""Chikmagalur""]","[""day after tomorrow""]",SET,"[""Pithoragarh"", ""Angara"", ""Chikmagalur""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00036,0,"how hot it is for Tawang, Kochi and Kalimpong next week",COMPARE,TEMPERATURE,RAW,"[""Tawang"", ""Kochi"", ""Kalimpong""]","[""next week""]",SET,"[""Tawang"", ""Kochi"", ""Kalimpong""]","[""next week""]",train,multivar,en
mv-tr-00037,0,wind in Nokha and Kollam today,COMPARE,WIND_SPEED,RAW,"[""Nokha"", ""Kollam""]","[""today""]",SET,"[""Nokha"", ""Kollam""]","[""today""]",train,multivar,en
mv-tr-00038,0,i need field moisture and minimum temperature for Kakinada tonight,CURRENT,SOIL_MOISTURE|TEMPERATURE_MIN,RAW,"[""Kakinada""]","[""tonight""]",SET,"[""Kakinada""]","[""tonight""]",train,multivar,en
mv-tr-00039,0,"rainfall in Warangal tomorrow morning, on Friday",COMPARE,RAIN,RAW,"[""Warangal""]","[""tomorrow morning"", ""on Friday""]",SET,"[""Warangal""]","[""tomorrow morning"", ""on Friday""]",train,multivar,en
mv-tr-00040,0,compare soil temp in Mandla and Kakinada on Friday,COMPARE,SOIL_TEMPERATURE,RAW,"[""Mandla"", ""Kakinada""]","[""on Friday""]",SET,"[""Mandla"", ""Kakinada""]","[""on Friday""]",train,multivar,en
mv-tr-00041,0,compare sunshine in Pithoragarh and Rajahmundry next 3 days,COMPARE,SUNSHINE,RAW,"[""Pithoragarh"", ""Rajahmundry""]","[""next 3 days""]",SET,"[""Pithoragarh"", ""Rajahmundry""]","[""next 3 days""]",train,multivar,en
mv-tr-00042,0,"what is the maximum temperature, wind direction and field moisture in Barpeta?",CURRENT,TEMPERATURE_MAX|WIND_DIRECTION|SOIL_MOISTURE,RAW,"[""Barpeta""]",[],SET,"[""Barpeta""]",[],train,multivar,en
mv-tr-00043,0,"wind direction, dew point, rainfall for Angara next 3 days",FORECAST,WIND_DIRECTION|DEW_POINT|RAIN,RAW,"[""Angara""]","[""next 3 days""]",SET,"[""Angara""]","[""next 3 days""]",train,multivar,en
mv-tr-00044,0,"sunshine hours in Bhopal tomorrow, day after tomorrow",COMPARE,SUNSHINE,RAW,"[""Bhopal""]","[""tomorrow"", ""day after tomorrow""]",SET,"[""Bhopal""]","[""tomorrow"", ""day after tomorrow""]",train,multivar,en
mv-tr-00045,0,"min temp in Pithoragarh this weekend, today",COMPARE,TEMPERATURE_MIN,RAW,"[""Pithoragarh""]","[""this weekend"", ""today""]",SET,"[""Pithoragarh""]","[""this weekend"", ""today""]",train,multivar,en
mv-tr-00046,0,"what is the temp, rain and minimum temperature in Kollam next week?",FORECAST,TEMPERATURE|RAIN|TEMPERATURE_MIN,RAW,"[""Kollam""]","[""next week""]",SET,"[""Kollam""]","[""next week""]",train,multivar,en
mv-tr-00047,0,"show daytime high, sunshine hours for Kollam tonight",CURRENT,TEMPERATURE_MAX|SUNSHINE,RAW,"[""Kollam""]","[""tonight""]",SET,"[""Kollam""]","[""tonight""]",train,multivar,en
mv-tr-00048,0,soil temp in Ziro on Friday and tomorrow,COMPARE,SOIL_TEMPERATURE,RAW,"[""Ziro""]","[""on Friday"", ""tomorrow""]",SET,"[""Ziro""]","[""on Friday"", ""tomorrow""]",train,multivar,en
mv-tr-00049,0,"send field moisture, max temp and sunshine hours for Mandla next week",FORECAST,SOIL_MOISTURE|TEMPERATURE_MAX|SUNSHINE,RAW,"[""Mandla""]","[""next week""]",SET,"[""Mandla""]","[""next week""]",train,multivar,en
mv-tr-00050,0,compare relative humidity in Warangal between at 6 PM and tonight,COMPARE,HUMIDITY,RAW,"[""Warangal""]","[""at 6 PM"", ""tonight""]",SET,"[""Warangal""]","[""at 6 PM"", ""tonight""]",train,multivar,en
mv-tr-00051,0,"sunshine, overnight low and soil temp in Kasaragod this evening",CURRENT,SUNSHINE|TEMPERATURE_MIN|SOIL_TEMPERATURE,RAW,"[""Kasaragod""]","[""this evening""]",SET,"[""Kasaragod""]","[""this evening""]",train,multivar,en
mv-tr-00052,0,"Pithoragarh today: wind speed, sunlight, cloud cover",CURRENT,WIND_SPEED|SUNSHINE|CLOUD_COVER,RAW,"[""Pithoragarh""]","[""today""]",SET,"[""Pithoragarh""]","[""today""]",train,multivar,en
mv-tr-00053,0,"show wind, soil temperature for Chikmagalur next 3 days",FORECAST,WIND_SPEED|SOIL_TEMPERATURE,RAW,"[""Chikmagalur""]","[""next 3 days""]",SET,"[""Chikmagalur""]","[""next 3 days""]",train,multivar,en
mv-tr-00054,0,"what is the wind direction, sunshine and dewpoint in Kasaragod this weekend?",FORECAST,WIND_DIRECTION|SUNSHINE|DEW_POINT,RAW,"[""Kasaragod""]","[""this weekend""]",SET,"[""Kasaragod""]","[""this weekend""]",train,multivar,en
mv-tr-00055,0,give me soil temperature and temperature for Nokha next week,FORECAST,SOIL_TEMPERATURE|TEMPERATURE,RAW,"[""Nokha""]","[""next week""]",SET,"[""Nokha""]","[""next week""]",train,multivar,en
mv-tr-00056,0,what is the dew point and soil temp in Bhopal tomorrow morning?,FORECAST,DEW_POINT|SOIL_TEMPERATURE,RAW,"[""Bhopal""]","[""tomorrow morning""]",SET,"[""Bhopal""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00057,0,"sunshine hours, cloud cover and relative humidity in Vizag at 6 PM",FORECAST,SUNSHINE|CLOUD_COVER|HUMIDITY,RAW,"[""Vizag""]","[""at 6 PM""]",SET,"[""Vizag""]","[""at 6 PM""]",train,multivar,en
mv-tr-00058,0,Pithoragarh cloud cover and daytime high day after tomorrow,FORECAST,CLOUD_COVER|TEMPERATURE_MAX,RAW,"[""Pithoragarh""]","[""day after tomorrow""]",SET,"[""Pithoragarh""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00059,0,"what is the cloudiness, maximum temperature and precipitation in Tawang next 3 days?",FORECAST,CLOUD_COVER|TEMPERATURE_MAX|RAIN,RAW,"[""Tawang""]","[""next 3 days""]",SET,"[""Tawang""]","[""next 3 days""]",train,multivar,en
mv-tr-00060,0,give me rainfall and minimum temperature for Warangal this evening,CURRENT,RAIN|TEMPERATURE_MIN,RAW,"[""Warangal""]","[""this evening""]",SET,"[""Warangal""]","[""this evening""]",train,multivar,en
mv-tr-00061,0,compare minimum temperature in Barpeta and Chikmagalur next week,COMPARE,TEMPERATURE_MIN,RAW,"[""Barpeta"", ""Chikmagalur""]","[""next week""]",SET,"[""Barpeta"", ""Chikmagalur""]","[""next week""]",train,multivar,en
mv-tr-00062,0,"overnight low, precipitation and cloudiness in Guntur tomorrow morning",FORECAST,TEMPERATURE_MIN|RAIN|CLOUD_COVER,RAW,"[""Guntur""]","[""tomorrow morning""]",SET,"[""Guntur""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00063,0,sunshine in Angara vs Warangal tomorrow morning,COMPARE,SUNSHINE,RAW,"[""Angara"", ""Warangal""]","[""tomorrow morning""]",SET,"[""Angara"", ""Warangal""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00064,0,Tawang sunlight and cloud cover next 3 days,FORECAST,SUNSHINE|CLOUD_COVER,RAW,"[""Tawang""]","[""next 3 days""]",SET,"[""Tawang""]","[""next 3 days""]",train,multivar,en
mv-tr-00065,0,daytime high and humidity in Rajahmundry this evening,CURRENT,TEMPERATURE_MAX|HUMIDITY,RAW,"[""Rajahmundry""]","[""this evening""]",SET,"[""Rajahmundry""]","[""this evening""]",train,multivar,en
mv-tr-00066,0,"show min temp, soil temp for Chikmagalur tomorrow morning",FORECAST,TEMPERATURE_MIN|SOIL_TEMPERATURE,RAW,"[""Chikmagalur""]","[""tomorrow morning""]",SET,"[""Chikmagalur""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00067,0,"rain, cloud cover, dew point for Kasaragod this weekend",FORECAST,RAIN|CLOUD_COVER|DEW_POINT,RAW,"[""Kasaragod""]","[""this weekend""]",SET,"[""Kasaragod""]","[""this weekend""]",train,multivar,en
mv-tr-00068,0,"i want wind speed, rain and cloud cover in Kalimpong this weekend",FORECAST,WIND_SPEED|RAIN|CLOUD_COVER,RAW,"[""Kalimpong""]","[""this weekend""]",SET,"[""Kalimpong""]","[""this weekend""]",train,multivar,en
mv-tr-00069,0,cloudiness in Barpeta today and at 6 PM,COMPARE,CLOUD_COVER,RAW,"[""Barpeta""]","[""today"", ""at 6 PM""]",SET,"[""Barpeta""]","[""today"", ""at 6 PM""]",train,multivar,en
mv-tr-00070,0,compare min temp in Kochi and Rajahmundry next week,COMPARE,TEMPERATURE_MIN,RAW,"[""Kochi"", ""Rajahmundry""]","[""next week""]",SET,"[""Kochi"", ""Rajahmundry""]","[""next week""]",train,multivar,en
mv-tr-00071,0,"wind speed in Kalimpong today, tonight",COMPARE,WIND_SPEED,RAW,"[""Kalimpong""]","[""today"", ""tonight""]",SET,"[""Kalimpong""]","[""today"", ""tonight""]",train,multivar,en
mv-tr-00072,0,relative humidity in Angara and Pithoragarh tomorrow,COMPARE,HUMIDITY,RAW,"[""Angara"", ""Pithoragarh""]","[""tomorrow""]",SET,"[""Angara"", ""Pithoragarh""]","[""tomorrow""]",train,multivar,en
mv-tr-00073,0,compare precipitation in Kakinada between at 6 PM and next week,COMPARE,RAIN,RAW,"[""Kakinada""]","[""at 6 PM"", ""next week""]",SET,"[""Kakinada""]","[""at 6 PM"", ""next week""]",train,multivar,en
mv-tr-00074,0,"show cloud cover, max temp for Barpeta tomorrow morning",FORECAST,CLOUD_COVER|TEMPERATURE_MAX,RAW,"[""Barpeta""]","[""tomorrow morning""]",SET,"[""Barpeta""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00075,0,wind speed in Vizag and Tawang,COMPARE,WIND_SPEED,RAW,"[""Vizag"", ""Tawang""]",[],SET,"[""Vizag"", ""Tawang""]",[],train,multivar,en
mv-tr-00076,0,compare wind in Chikmagalur and Mandla next week,COMPARE,WIND_SPEED,RAW,"[""Chikmagalur"", ""Mandla""]","[""next week""]",SET,"[""Chikmagalur"", ""Mandla""]","[""next week""]",train,multivar,en
mv-tr-00077,0,"show relative humidity, dew point for Kochi next week",FORECAST,HUMIDITY|DEW_POINT,RAW,"[""Kochi""]","[""next week""]",SET,"[""Kochi""]","[""next week""]",train,multivar,en
mv-tr-00078,0,compare cloudiness in Mandla and Kakinada tomorrow,COMPARE,CLOUD_COVER,RAW,"[""Mandla"", ""Kakinada""]","[""tomorrow""]",SET,"[""Mandla"", ""Kakinada""]","[""tomorrow""]",train,multivar,en
mv-tr-00079,0,"send sunshine, cloudiness and field moisture for Kollam tonight",CURRENT,SUNSHINE|CLOUD_COVER|SOIL_MOISTURE,RAW,"[""Kollam""]","[""tonight""]",SET,"[""Kollam""]","[""tonight""]",train,multivar,en
mv-tr-00080,0,check relative humidity and dewpoint in Tawang day after tomorrow,FORECAST,HUMIDITY|DEW_POINT,RAW,"[""Tawang""]","[""day after tomorrow""]",SET,"[""Tawang""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00081,0,"send how hot it is, soil temperature and rainfall for Bhopal next week",FORECAST,TEMPERATURE|SOIL_TEMPERATURE|RAIN,RAW,"[""Bhopal""]","[""next week""]",SET,"[""Bhopal""]","[""next week""]",train,multivar,en
mv-tr-00082,0,"dew point for Kakinada, Kasaragod and Hyderabad day after tomorrow",COMPARE,DEW_POINT,RAW,"[""Kakinada"", ""Kasaragod"", ""Hyderabad""]","[""day after tomorrow""]",SET,"[""Kakinada"", ""Kasaragod"", ""Hyderabad""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00083,0,compare soil temperature in Kasaragod and Pithoragarh this evening,COMPARE,SOIL_TEMPERATURE,RAW,"[""Kasaragod"", ""Pithoragarh""]","[""this evening""]",SET,"[""Kasaragod"", ""Pithoragarh""]","[""this evening""]",train,multivar,en
mv-tr-00084,0,"what is the daytime high, rain and cloud cover in Chikmagalur?",CURRENT,TEMPERATURE_MAX|RAIN|CLOUD_COVER,RAW,"[""Chikmagalur""]",[],SET,"[""Chikmagalur""]",[],train,multivar,en
mv-tr-00085,0,"send temperature, dew point and sunlight for Warangal tomorrow",FORECAST,TEMPERATURE|DEW_POINT|SUNSHINE,RAW,"[""Warangal""]","[""tomorrow""]",SET,"[""Warangal""]","[""tomorrow""]",train,multivar,en
mv-tr-00086,0,give me cloudiness and relative humidity for Chikmagalur day after tomorrow,FORECAST,CLOUD_COVER|HUMIDITY,RAW,"[""Chikmagalur""]","[""day after tomorrow""]",SET,"[""Chikmagalur""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00087,0,precipitation in Nokha today and on Friday,COMPARE,RAIN,RAW,"[""Nokha""]","[""today"", ""on Friday""]",SET,"[""Nokha""]","[""today"", ""on Friday""]",train,multivar,en
mv-tr-00088,0,"humidity for Kalimpong, Kochi and Warangal at 6 PM",COMPARE,HUMIDITY,RAW,"[""Kalimpong"", ""Kochi"", ""Warangal""]","[""at 6 PM""]",SET,"[""Kalimpong"", ""Kochi"", ""Warangal""]","[""at 6 PM""]",train,multivar,en
mv-tr-00089,0,soil moisture and rain in Pithoragarh this evening,CURRENT,SOIL_MOISTURE|RAIN,RAW,"[""Pithoragarh""]","[""this evening""]",SET,"[""Pithoragarh""]","[""this evening""]",train,multivar,en
mv-tr-00090,0,check cloud cover and temperature in Guntur day after tomorrow,FORECAST,CLOUD_COVER|TEMPERATURE,RAW,"[""Guntur""]","[""day after tomorrow""]",SET,"[""Guntur""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00091,0,"show sunshine hours, precipitation for Rajahmundry tomorrow",FORECAST,SUNSHINE|RAIN,RAW,"[""Rajahmundry""]","[""tomorrow""]",SET,"[""Rajahmundry""]","[""tomorrow""]",train,multivar,en
mv-tr-00092,0,"what is the dew point, wind direction and max temp in Angara this evening?",CURRENT,DEW_POINT|WIND_DIRECTION|TEMPERATURE_MAX,RAW,"[""Angara""]","[""this evening""]",SET,"[""Angara""]","[""this evening""]",train,multivar,en
mv-tr-00093,0,compare wind in Chikmagalur and Kochi this evening,COMPARE,WIND_SPEED,RAW,"[""Chikmagalur"", ""Kochi""]","[""this evening""]",SET,"[""Chikmagalur"", ""Kochi""]","[""this evening""]",train,multivar,en
mv-tr-00094,0,i need humidity and sunlight for Angara at 6 PM,FORECAST,HUMIDITY|SUNSHINE,RAW,"[""Angara""]","[""at 6 PM""]",SET,"[""Angara""]","[""at 6 PM""]",train,multivar,en
mv-tr-00095,0,"Angara on Friday: min temp, sunshine hours, soil temp",FORECAST,TEMPERATURE_MIN|SUNSHINE|SOIL_TEMPERATURE,RAW,"[""Angara""]","[""on Friday""]",SET,"[""Angara""]","[""on Friday""]",train,multivar,en
mv-tr-00096,0,"Hyderabad today: humidity, precipitation, cloudiness",CURRENT,HUMIDITY|RAIN|CLOUD_COVER,RAW,"[""Hyderabad""]","[""today""]",SET,"[""Hyderabad""]","[""today""]",train,multivar,en
mv-tr-00097,0,"max temp for Bhopal, Tirupati and Barpeta this weekend",COMPARE,TEMPERATURE_MAX,RAW,"[""Bhopal"", ""Tirupati"", ""Barpeta""]","[""this weekend""]",SET,"[""Bhopal"", ""Tirupati"", ""Barpeta""]","[""this weekend""]",train,multivar,en
mv-tr-00098,0,compare cloudiness in Chikmagalur between this weekend and tomorrow morning,COMPARE,CLOUD_COVER,RAW,"[""Chikmagalur""]","[""this weekend"", ""tomorrow morning""]",SET,"[""Chikmagalur""]","[""this weekend"", ""tomorrow morning""]",train,multivar,en
mv-tr-00099,0,"i want dew point, rain and wind in Chikmagalur next week",FORECAST,DEW_POINT|RAIN|WIND_SPEED,RAW,"[""Chikmagalur""]","[""next week""]",SET,"[""Chikmagalur""]","[""next week""]",train,multivar,en
mv-tr-00100,0,tomorrow morning cloud cover and wind in Barpeta,FORECAST,CLOUD_COVER|WIND_SPEED,RAW,"[""Barpeta""]","[""tomorrow morning""]",SET,"[""Barpeta""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00101,0,"max temp, soil temp, minimum temperature for Ziro at 6 PM",FORECAST,TEMPERATURE_MAX|SOIL_TEMPERATURE|TEMPERATURE_MIN,RAW,"[""Ziro""]","[""at 6 PM""]",SET,"[""Ziro""]","[""at 6 PM""]",train,multivar,en
mv-tr-00102,0,"what is the cloudiness, humidity and how hot it is in Rajahmundry next 3 days?",FORECAST,CLOUD_COVER|HUMIDITY|TEMPERATURE,RAW,"[""Rajahmundry""]","[""next 3 days""]",SET,"[""Rajahmundry""]","[""next 3 days""]",train,multivar,en
mv-tr-00103,0,what is the dewpoint and overnight low in Hyderabad next 3 days?,FORECAST,DEW_POINT|TEMPERATURE_MIN,RAW,"[""Hyderabad""]","[""next 3 days""]",SET,"[""Hyderabad""]","[""next 3 days""]",train,multivar,en
mv-tr-00104,0,field moisture in Guntur tomorrow and this evening,COMPARE,SOIL_MOISTURE,RAW,"[""Guntur""]","[""tomorrow"", ""this evening""]",SET,"[""Guntur""]","[""tomorrow"", ""this evening""]",train,multivar,en
mv-tr-00105,0,i need sunlight and dewpoint for Kollam this evening,CURRENT,SUNSHINE|DEW_POINT,RAW,"[""Kollam""]","[""this evening""]",SET,"[""Kollam""]","[""this evening""]",train,multivar,en
mv-tr-00106,0,this weekend wind direction and soil temperature in Nokha,FORECAST,WIND_DIRECTION|SOIL_TEMPERATURE,RAW,"[""Nokha""]","[""this weekend""]",SET,"[""Nokha""]","[""this weekend""]",train,multivar,en
mv-tr-00107,0,how hot it is in Kalimpong vs Kasaragod tomorrow morning,COMPARE,TEMPERATURE,RAW,"[""Kalimpong"", ""Kasaragod""]","[""tomorrow morning""]",SET,"[""Kalimpong"", ""Kasaragod""]","[""tomorrow morning""]",train,multivar,en
mv-tr-00108,0,soil temp in Kalimpong vs Guntur next 3 days,COMPARE,SOIL_TEMPERATURE,RAW,"[""Kalimpong"", ""Guntur""]","[""next 3 days""]",SET,"[""Kalimpong"", ""Guntur""]","[""next 3 days""]",train,multivar,en
mv-tr-00109,0,compare soil moisture in Rajahmundry between this evening and on Friday,COMPARE,SOIL_MOISTURE,RAW,"[""Rajahmundry""]","[""this evening"", ""on Friday""]",SET,"[""Rajahmundry""]","[""this evening"", ""on Friday""]",train,multivar,en
mv-tr-00110,0,"show sunlight, humidity for Kasaragod day after tomorrow",FORECAST,SUNSHINE|HUMIDITY,RAW,"[""Kasaragod""]","[""day after tomorrow""]",SET,"[""Kasaragod""]","[""day after tomorrow""]",train,multivar,en
mv-tr-00111,0,"show soil moisture, maximum temperature for Bhopal tomorrow",FORECAST,SOIL_MOISTURE|TEMPERATURE_MAX,RAW,"[""Bhopal""]","[""tomorrow""]",SET,"[""Bhopal""]","[""tomorrow""]",train,multivar,en
mv-tr-00112,0,i need dew point and minimum temperature for Kakinada on Friday,FORECAST,DEW_POINT|TEMPERATURE_MIN,RAW,"[""Kakinada""]","[""on Friday""]",SET,"[""Kakinada""]","[""on Friday""]",train,multivar,en
mv-tr-00113,0,give me soil temperature and wind heading for Tawang this evening,CURRENT,SOIL_TEMPERATURE|WIND_DIRECTION,RAW,"[""Tawang""]","[""this evening""]",SET,"[""Tawang""]","[""this evening""]",train,multivar,en
