text,weather_intent,action,aggregation,location,time
Warn me about the heat level,TEMPERATURE,ALERT,RAW,[],[]
Remind me to check the daytime temperature in Chak Maricha tommorow,TEMPERATURE_MAX,ALERT,RAW,"[""Chak Maricha""]","[""tommorow""]"
Wtach the mitti ka taapmaan for me in Kamdiha by 8:30 AM,SOIL_TEMPERATURE,ALERT,RAW,"[""Kamdiha""]","[""8:30 AM""]"
We are heading to Gondur right now - what is the ground temp lookang like?,SOIL_TEMPERATURE,GET,RAW,"[""Gondur""]","[""right now""]"
"In 82 minutes, campare the maximum temprature in Gahlian, Hamirpur and Tonk",TEMPERATURE_MAX,COMPARE,RAW,"[""Gahlian, Hamirpur"", ""Tonk""]","[""82 minutes""]"
Send me an alert if the wnd direcion is unusual in Nekkundhi,WIND_DIRECTION,ALERT,RAW,"[""Nekkundhi""]",[]
Hw is soil tempreture in Baunli for the next 7 days,SOIL_TEMPERATURE,GET,RAW,"[""Baunli""]","[""next 7 days""]"
Put the sunlite in my vilage againt Lad Bharol tomorrow night,SUNSHINE,COMPARE,RAW,"[""my vilage"", ""Lad Bharol""]","[""tomorrow night""]"
is any soil moisture 10cm advisory issued for jatha at 7:15 pm?,SOIL_MOISTURE,ALERT,RAW,"[""jatha""]","[""7:15 pm""]"
Messaage me the how hot in Sikikm tomorrow night,TEMPERATURE,ALERT,RAW,"[""Sikikm""]","[""tomorrow night""]"
"Compair the future weather between Budhel and Kedru Pur, Alapur on Saturday",FORECAST,COMPARE,RAW,"[""Budhel"", ""Kedru Pur, Alapur""]","[""Saturday""]"
set an alart for humid in baglan around 4:15 pm,HUMIDITY,ALERT,RAW,"[""baglan""]","[""4:15 pm""]"
Warn me about hottust temperature in Kuttadi on Tuesday bro,TEMPERATURE_MAX,ALERT,RAW,"[""Kuttadi""]","[""Tuesday""]"
"compare the wind cmoes from at my place with gurrampalli, chik ballapur at 7:15 pm",WIND_DIRECTION,COMPARE,RAW,"[""my place"", ""gurrampalli, chik ballapur""]","[""7:15 pm""]"
tel me the depoint for inglish timapur khagaria,DEW_POINT,GET,RAW,"[""inglish timapur khagaria""]",[]
"Remind me to check the cloud amount in Hasenpur, Lalbag next week",CLOUD_COVER,ALERT,RAW,"[""Hasenpur, Lalbag""]","[""next week""]"
What is the maximum soil temprature in Gospurnatara Unnao Uttarpradesh at 7 pm?,SOIL_TEMPERATURE,GET,MAX,"[""Gospurnatara Unnao Uttarpradesh""]","[""7 pm""]"
Can you tell me cloud amount in Pana?,CLOUD_COVER,GET,RAW,"[""Pana""]",[]
How's the weather here right now?,CURRENT_CONDITIONS,GET,RAW,"[""here""]","[""right now""]"
Need dew point for Pirahia in 60 minutes,DEW_POINT,GET,RAW,"[""Pirahia""]","[""60 minutes""]"
"warrn me about wind blows from in zinneer, washi",WIND_DIRECTION,ALERT,RAW,"[""zinneer, washi""]",[]
Earht temperature pls,SOIL_TEMPERATURE,GET,RAW,[],[]
Compare soil moisture at 10cm here with Jamaica this evening,SOIL_MOISTURE,COMPARE,RAW,"[""here"", ""Jamaica""]","[""this evening""]"
Could you check overnight temperature around here this morning?,TEMPERATURE_MIN,GET,RAW,"[""here""]","[""this morning""]"
"Mitti ka taapmaan alert Kungayi, Siddharthnagar",SOIL_TEMPERATURE,ALERT,RAW,"[""Kungayi, Siddharthnagar""]",[]
How does the soil temperature 10cm in my village compaer with B Koduru Andhra Pradesh tonight,SOIL_TEMPERATURE,COMPARE,RAW,"[""my village"", ""B Koduru Andhra Pradesh""]","[""tonight""]"
Need wind blos from for Darola around 9:54 AM?,WIND_DIRECTION,GET,RAW,"[""Darola""]","[""9:54 AM""]"
Toal vaana in Kotpaad from 4:30 AM to 8:30 AM,RAIN,GET,SUM,"[""Kotpaad""]","[""4:30 AM to 8:30 AM""]"
"This afternoon, alert me aout the coldest temperature in Begti Kaln",TEMPERATURE_MIN,ALERT,RAW,"[""Begti Kaln""]","[""This afternoon""]"
Tarniya Khera brish 7 pm vs 2day,RAIN,COMPARE,RAW,"[""Tarniya Khera""]","[""7 pm"", ""2day""]"
"Tommorow, what is the wind bearing in Jogidhipa?",WIND_DIRECTION,GET,RAW,"[""Jogidhipa""]","[""Tommorow""]"
"update me on the where wind is coming from in hosahalli, arasikere, hassan",WIND_DIRECTION,GET,RAW,"[""hosahalli, arasikere, hassan""]",[]
"Can you check whether Kungayi, Siddharthnagar will be better than Nagaland for soil tempreture durinng the sowing week?",SOIL_TEMPERATURE,COMPARE,RAW,"[""Kungayi, Siddharthnagar"", ""Nagaland""]","[""sowing week""]"
"Notify me about the humidty in Hasenpur, Lalbag tomorrow morning",HUMIDITY,ALERT,RAW,"[""Hasenpur, Lalbag""]","[""tomorrow morning""]"
"chak rangapara, baharampur vs ichhapur, odisha coudy",CLOUD_COVER,COMPARE,RAW,"[""chak rangapara, baharampur"", ""ichhapur, odisha""]",[]
"Contrast the outside weather in my village with Bammari, Teonthar",CURRENT_CONDITIONS,COMPARE,RAW,"[""my village"", ""Bammari, Teonthar""]",[]
Alasana. ka coldesst temperature tomorrow night,TEMPERATURE_MIN,GET,RAW,"[""Alasana.""]","[""tomorrow night""]"
Warn me about the moisture lvel around 1:30 pm?,HUMIDITY,ALERT,RAW,[],"[""1:30 pm""]"
notify me abbout the dewpoit in my fiield by midnight,DEW_POINT,ALERT,RAW,"[""my fiield""]","[""midnight""]"
"we might go to wara pohwindian or bhikhnadih tomorow, how does the precipitaion compare?",RAIN,COMPARE,RAW,"[""wara pohwindian"", ""bhikhnadih""]","[""tomorow""]"
cloudy of kumbhara for the next 3 days,CLOUD_COVER,GET,RAW,"[""kumbhara""]","[""next 3 days""]"
How does the waether forecast nearby compare with Bhrmal Jattan by 8:30 AM?,FORECAST,COMPARE,RAW,"[""nearby"", ""Bhrmal Jattan""]","[""8:30 AM""]"
Want to know min temperature Paschim Ramchandrapur North Twentty-Four Parganas West Bengal next week,TEMPERATURE_MIN,GET,RAW,"[""Paschim Ramchandrapur North Twentty-Four Parganas West Bengal""]","[""next week""]"
Let know if there is a clouds alert in Kamtha by midnight,CLOUD_COVER,ALERT,RAW,"[""Kamtha""]","[""midnight""]"
Check humidty Mogolptana right now,HUMIDITY,GET,RAW,"[""Mogolptana""]","[""right now""]"
Can you keep an eye on the vaaavaranam in Narsinghpura by midnight?,CURRENT_CONDITIONS,ALERT,RAW,"[""Narsinghpura""]","[""midnight""]"
sakariya jhalawar v/s gokalyawala jaipur dewpoiit in 90 minutes??,DEW_POINT,COMPARE,RAW,"[""sakariya jhalawar"", ""gokalyawala jaipur""]","[""90 minutes""]"
Let me know if the dewpoint temperature changes in Kurod,DEW_POINT,ALERT,RAW,"[""Kurod""]",[]
whts degrees in dibrugarh tonight,TEMPERATURE,GET,RAW,"[""dibrugarh""]","[""tonight""]"
Compare the earth tempirature in our viluage with Chhatisgarh India right now,SOIL_TEMPERATURE,COMPARE,RAW,"[""our viluage"", ""Chhatisgarh India""]","[""right now""]"
At 9:30 PM minimum temprature figuras in our village,TEMPERATURE_MIN,GET,RAW,"[""our village""]","[""9:30 PM""]"
pls warrn me about hawa ki raftar in bamanpua by 4:50 pm,WIND_SPEED,ALERT,RAW,"[""bamanpua""]","[""4:50 pm""]"
"i need the dirrection wind reading for kholda, gadchiroli later today",WIND_DIRECTION,GET,RAW,"[""kholda, gadchiroli""]","[""later today""]"
How duz the cloud amunt in Nauli compare with Katral in 90 minutes?,CLOUD_COVER,COMPARE,RAW,"[""Nauli"", ""Katral""]","[""90 minutes""]"
"How the low temp in my farm copare with Bakkeshwar, West Bengal?",TEMPERATURE_MIN,COMPARE,RAW,"[""my farm"", ""Bakkeshwar, West Bengal""]",[]
Direction of the wind on Wednesday,WIND_DIRECTION,GET,RAW,[],"[""Wednesday""]"
Kulattur versus Bhawani Khera fielld moiisture this week,SOIL_MOISTURE,COMPARE,RAW,"[""Kulattur"", ""Bhawani Khera""]","[""this week""]"
How is the dewpoint temperature changing in Pail day after tomorow?,DEW_POINT,GET,TREND,"[""Pail""]","[""day after tomorow""]"
Is the httest temperature increasing in Chawa from 10 AM to 11 pm?,TEMPERATURE_MAX,GET,TREND,"[""Chawa""]","[""10 AM to 11 pm""]"
"How is the soil moisure in Situnvalur, Thiruvarur?",SOIL_MOISTURE,GET,RAW,"[""Situnvalur, Thiruvarur""]",[]
"Put the overnight temperature in my field aginst Motlapalle, Jayashankar Bhupalapally",TEMPERATURE_MIN,COMPARE,RAW,"[""my field"", ""Motlapalle, Jayashankar Bhupalapally""]",[]
Remind me to check the overnight temperature in Ayanavaram for the next 3 days,TEMPERATURE_MIN,ALERT,RAW,"[""Ayanavaram""]","[""next 3 days""]"
"want alert for storm in bakkeshwar, west bengal tomorrow evening",RAIN,ALERT,RAW,"[""bakkeshwar, west bengal""]","[""tomorrow evening""]"
Let me know if there is a direction of the wind alert in Khalina by midnight,WIND_DIRECTION,ALERT,RAW,"[""Khalina""]","[""midnight""]"
Let me know if the dew temperature changes in Bulgaria,DEW_POINT,ALERT,RAW,"[""Bulgaria""]",[]
"Between Roond Nareena, Dig and Shuni, which one looks betetr for cloudness tomorrow?",CLOUD_COVER,COMPARE,RAW,"[""Roond Nareena, Dig"", ""Shuni""]","[""tomorrow""]"
whats the upcoming weather like over ladi angan around 9:54 am?,FORECAST,GET,RAW,"[""ladi angan""]","[""9:54 am""]"
"Contrast the humd in my farm with Nangla, Bankura rn",HUMIDITY,COMPARE,RAW,"[""my farm"", ""Nangla, Bankura""]","[""rn""]"
Notify me about the datyime high in my plot tmrw,TEMPERATURE_MAX,ALERT,RAW,"[""my plot""]","[""tmrw""]"
Update me on the soil tempreture at my place around 9:34 pm,SOIL_TEMPERATURE,GET,RAW,"[""my place""]","[""9:34 pm""]"
Notify me about the how windy in Charbhata Keshkal at 10:06 am,WIND_SPEED,ALERT,RAW,"[""Charbhata Keshkal""]","[""10:06 am""]"
Any warnings about breeze in Lasoodlya Pata this weekend?,WIND_SPEED,ALERT,RAW,"[""Lasoodlya Pata""]","[""this weekend""]"
Notify me abot the wind direction right now,WIND_DIRECTION,ALERT,RAW,[],"[""right now""]"
Contrast the wind force in my farm with Bahuara,WIND_SPEED,COMPARE,RAW,"[""my farm"", ""Bahuara""]",[]
"Warrn me about weather update in Murkudoh, Gondia on Tuesday",CURRENT_CONDITIONS,ALERT,RAW,"[""Murkudoh, Gondia""]","[""Tuesday""]"
"quick question, what is the wind bearing aruond algeria last week?",WIND_DIRECTION,GET,RAW,"[""algeria""]","[""last week""]"
"I am deciding between Fatterpur and Beni Nagar, Siddharthnagar for the next 7 days - which has better rain intnesity",RAIN,COMPARE,RAW,"[""Fatterpur"", ""Beni Nagar, Siddharthnagar""]","[""next 7 days""]"
Keep me posted on the overcast in Par Shibpur around 1 AM,CLOUD_COVER,ALERT,RAW,"[""Par Shibpur""]","[""1 AM""]"
is the dewpoit increasing amaja on friday?,DEW_POINT,GET,TREND,"[""amaja""]","[""friday""]"
We are headng to Hatikali by 4 am - what is the dewpoint looking like?,DEW_POINT,GET,RAW,"[""Hatikali""]","[""4 am""]"
put the lowest temperature today of khonkar against turniya khera by midnight,TEMPERATURE_MIN,COMPARE,RAW,"[""khonkar"", ""turniya khera""]","[""midnight""]"
Ping me about the due point in our village around 11 AM,DEW_POINT,ALERT,RAW,"[""our village""]","[""11 AM""]"
Miniimum dewpoit in Kulattur last week,DEW_POINT,GET,MIN,"[""Kulattur""]","[""last week""]"
I want to know wind bearign in Sembianallur,WIND_DIRECTION,GET,RAW,"[""Sembianallur""]",[]
", alert me about the soil watr contetn in bhawani khera fatehabad",SOIL_MOISTURE,ALERT,RAW,"[""bhawani khera fatehabad""]",[]
compare the wther in my field with kathgariya at 10:14 pm,CURRENT_CONDITIONS,COMPARE,RAW,"[""my field"", ""kathgariya""]","[""10:14 pm""]"
"In Kachnoda, Sagar, what is the direcon wind day after tomorrow?",WIND_DIRECTION,GET,RAW,"[""Kachnoda, Sagar""]","[""day after tomorrow""]"
"we might go to adanbeda or mankaapur by 11 am, how does the currrent temp compare?",TEMPERATURE,COMPARE,RAW,"[""adanbeda"", ""mankaapur""]","[""11 am""]"
How is the wind bearing?,WIND_DIRECTION,GET,RAW,[],[]
Is the cloud cover getting better or worse in Kazihcak this week,CLOUD_COVER,GET,TREND,"[""Kazihcak""]","[""this week""]"
Do you think the wind bearing in Nowgong will be ok tonight,WIND_DIRECTION,GET,RAW,"[""Nowgong""]","[""tonight""]"
"For Nilapalli and Mahamadpur Pt Ii both, what is the night low tomorrow morning urgent",TEMPERATURE_MIN,COMPARE,RAW,"[""Nilapalli"", ""Mahamadpur Pt Ii""]","[""tomorrow morning""]"
"asap Can you check whether Niyamoopur, Uttarpradesh will be better than Alabur, Ballari for where wind is coming from 2nite",WIND_DIRECTION,COMPARE,RAW,"[""Niyamoopur, Uttarpradesh"", ""Alabur, Ballari""]","[""2nite""]"
"Do you have the barish data for Water Bodies, Gwalior",RAIN,GET,RAW,"[""Water Bodies, Gwalior""]",[]
Can you give me the weather update for Vizag?,CURRENT_CONDITIONS,GET,RAW,"[""Vizag""]",[]
Check the hawa ki dishha yesterday,WIND_DIRECTION,GET,RAW,[],"[""yesterday""]"
"Hey, can you cehck the nami for Sooomar right now?",HUMIDITY,GET,RAW,"[""Sooomar""]","[""right now""]"
"Sum of soil tmperature 10cm in Farhalouki, Ballia, Uttarpradesh tomorrow morning",SOIL_TEMPERATURE,GET,SUM,"[""Farhalouki, Ballia, Uttarpradesh""]","[""tomorrow morning""]"
"Between Ghichna Theog and Lasoodlya Pata, Narsinghgarh, where is the weather conditions stronger tomorrow?",CURRENT_CONDITIONS,COMPARE,RAW,"[""Ghichna Theog"", ""Lasoodlya Pata, Narsinghgarh""]","[""tomorrow""]"
How does the cloudnesss in this area compare with Parasigaria Puruliya yesterday?,CLOUD_COVER,COMPARE,RAW,"[""this area"", ""Parasigaria Puruliya""]","[""yesterday""]"
Warrn me aboout soil wetness level in Kahdikapada later today,SOIL_MOISTURE,ALERT,RAW,"[""Kahdikapada""]","[""later today""]"
How does wind velocity in Mogolpatna this week commpare to 12 AM?,WIND_SPEED,COMPARE,RAW,"[""Mogolpatna""]","[""this week"", ""12 AM""]"
ping me about the rain in snakar saraiya by 2 am,RAIN,ALERT,RAW,"[""snakar saraiya""]","[""2 am""]"
"cempare the soil moisure kachnoda, sagar between 12:05 pm and later today",SOIL_MOISTURE,COMPARE,RAW,"[""kachnoda, sagar""]","[""12:05 pm"", ""later today""]"
Mean pediction for Bhaluk Mari Gaon later today,FORECAST,GET,AVG,"[""Bhaluk Mari Gaon""]","[""later today""]"
"Alrt me if wind heding chnges in Bijaynagar, Ajmer later today",WIND_DIRECTION,ALERT,RAW,"[""Bijaynagar, Ajmer""]","[""later today""]"
"let me know if the direction of the wind changes in mundla chawal, raien",WIND_DIRECTION,ALERT,RAW,"[""mundla chawal, raien""]",[]
"In Sitalpur Kakrahta, what is the soil moisuure next weekend?",SOIL_MOISTURE,GET,RAW,"[""Sitalpur Kakrahta""]","[""next weekend""]"
Whts earth temperature in Danout right now,SOIL_TEMPERATURE,GET,RAW,"[""Danout""]","[""right now""]"
What's the soil temperature around my area this evening?,SOIL_TEMPERATURE,GET,RAW,"[""my area""]","[""this evening""]"
Could you let me know the due point in Jharkhand next week?,DEW_POINT,GET,RAW,"[""Jharkhand""]","[""next week""]"
How is the wind heading in my field next week?,WIND_DIRECTION,GET,RAW,"[""my field""]","[""next week""]"
Tell me the direction of the wind for Kotpad tomorrow evening,WIND_DIRECTION,GET,RAW,"[""Kotpad""]","[""tomorrow evening""]"
bankandi verses togo tempature by 11 am,TEMPERATURE,COMPARE,RAW,"[""bankandi"", ""togo""]","[""11 am""]"
I am deciding betwen Rukhi and Jummahal Pt Ii today - which has better will it rain,RAIN,COMPARE,RAW,"[""Rukhi"", ""Jummahal Pt Ii""]","[""today""]"
Warn me about the rain probability around here,RAIN,ALERT,RAW,"[""here""]",[]
i have an outdoor plan in lalpura today - what is the sunlght?,SUNSHINE,GET,RAW,"[""lalpura""]","[""today""]"
raining details next weekend,RAIN,GET,RAW,[],"[""next weekend""]"
Let me know if there is maximum temperature alert in Khatauli Rural on Wednesday,TEMPERATURE_MAX,ALERT,RAW,"[""Khatauli Rural""]","[""Wednesday""]"
Ping me about the humidity level in Badahinso tmrw,HUMIDITY,ALERT,RAW,"[""Badahinso""]","[""tmrw""]"
Is there a weather warning for Chak Rangapara,CURRENT_CONDITIONS,ALERT,RAW,"[""Chak Rangapara""]",[]
is the air moisutre in semilibencha different 90 minutes and nxt week?,HUMIDITY,COMPARE,RAW,"[""semilibencha""]","[""90 minutes"", ""nxt week""]"
"Which one should i pick for how humid, Pana or Gahlian, Hamirpur",HUMIDITY,COMPARE,RAW,"[""Pana"", ""Gahlian, Hamirpur""]",[]
urgent West Godavari Andhra Prdaesh versus Jitamal Kita taapmaan tomorrow night,TEMPERATURE,COMPARE,RAW,"[""West Godavari Andhra Prdaesh"", ""Jitamal Kita""]","[""tomorrow night""]"
"Wind flow direction in Bhelagurhi and Kachnoda around 3:30 pm, which is better?",WIND_DIRECTION,COMPARE,RAW,"[""Bhelagurhi"", ""Kachnoda""]","[""3:30 pm""]"
Tell me the degree Sandongri later today,TEMPERATURE,GET,RAW,"[""Sandongri""]","[""later today""]"
wattch the windy for me in magura,WIND_SPEED,ALERT,RAW,"[""magura""]",[]
"What is the what temperaaure 2nite in Kopaganj, Mau",TEMPERATURE,GET,RAW,"[""Kopaganj, Mau""]","[""2nite""]"
How is the sky condition in our vilalge?,CLOUD_COVER,GET,RAW,"[""our vilalge""]",[]
Contrast the minimum temprature near me with Sadullahpur,TEMPERATURE_MIN,COMPARE,RAW,"[""near me"", ""Sadullahpur""]",[]
What's the relative humidity in Hyderabad tomorrow?,HUMIDITY,GET,RAW,"[""Hyderabad""]","[""tomorrow""]"
Check mitti ka taapmaan in our vlilage today,SOIL_TEMPERATURE,GET,RAW,"[""our vlilage""]","[""today""]"
"set an alert for coldest in betul, madhya pradesh rn",TEMPERATURE_MIN,ALERT,RAW,"[""betul, madhya pradesh""]","[""rn""]"
what is the min temp early morning?,TEMPERATURE_MIN,GET,RAW,[],"[""early morning""]"
Want alret for temperature in Gurdih next week,TEMPERATURE,ALERT,RAW,"[""Gurdih""]","[""next week""]"
how much wheatther in my vilage on saturday?,CURRENT_CONDITIONS,GET,RAW,"[""my vilage""]","[""saturday""]"
"Future weataer in Manikpara, Uttar Dinajpur, West Bengal: next 4 hours or 7 PM?",FORECAST,COMPARE,RAW,"[""Manikpara, Uttar Dinajpur, West Bengal""]","[""next 4 hours"", ""7 PM""]"
Warn me about the field moisture by 10 am,SOIL_MOISTURE,ALERT,RAW,[],"[""10 am""]"
what's the high temp nearby this evening?,TEMPERATURE_MAX,GET,RAW,"[""nearby""]","[""this evening""]"
what will the actual tempertaure be in odisha 2day?,TEMPERATURE,GET,RAW,"[""odisha""]","[""2day""]"
"Whire is the max temp greater, Guinea-Bissau or Pail for the next 3 days?",TEMPERATURE_MAX,COMPARE,RAW,"[""Guinea-Bissau"", ""Pail""]","[""next 3 days""]"
Send alert barihs Sikkim India tomorrow,RAIN,ALERT,RAW,"[""Sikkim India""]","[""tomorrow""]"
Compair the clodu coverage between Akkarapakkam and Bastar tommorow,CLOUD_COVER,COMPARE,RAW,"[""Akkarapakkam"", ""Bastar""]","[""tommorow""]"
"Dwarahat and Narsinghpura, Digod weether on Wednesday",CURRENT_CONDITIONS,COMPARE,RAW,"[""Dwarahat"", ""Narsinghpura, Digod""]","[""Wednesday""]"
"between kawalpura and karur, which one looks better for humidity percentage yesterday?",HUMIDITY,COMPARE,RAW,"[""kawalpura"", ""karur""]","[""yesterday""]"
Set an alert for soil temperature 10cm around my area this week,SOIL_TEMPERATURE,ALERT,RAW,"[""my area""]","[""this week""]"
notify me about the feels like temperature yesterday?!,TEMPERATURE,ALERT,RAW,[],"[""yesterday""]"
typical heat in karnataka on friday,TEMPERATURE,GET,AVG,"[""karnataka""]","[""friday""]"
Wat is sunlight my farm this weekend,SUNSHINE,GET,RAW,"[""my farm""]","[""this weekend""]"
Os bindu Kulerbahali pls,DEW_POINT,GET,RAW,"[""Kulerbahali""]",[]
if the max tempreture in haragarahalli is fine at 1:30 am,TEMPERATURE_MAX,GET,RAW,"[""haragarahalli""]","[""1:30 am""]"
Grond heat Moroco vs Kallahalli tmrw,SOIL_TEMPERATURE,COMPARE,RAW,"[""Moroco"", ""Kallahalli""]","[""tmrw""]"
"give temprature araji maphi soana, jakhania",TEMPERATURE,GET,RAW,"[""araji maphi soana, jakhania""]",[]
Ping me about the ground tomperature in Parasigaria Puruliya from 6:30 PM to 10 PM,SOIL_TEMPERATURE,ALERT,RAW,"[""Parasigaria Puruliya""]","[""6:30 PM to 10 PM""]"
"Can you check whethor Panyara Khera, Tikamgarh will be cooler than Dehgam for how windy by 4:50 PM?",WIND_SPEED,COMPARE,RAW,"[""Panyara Khera, Tikamgarh"", ""Dehgam""]","[""4:50 PM""]"
Notify me aboout forcast in my vilage,FORECAST,ALERT,RAW,"[""my vilage""]",[]
what will the lowest temperature today be in dhamni raygad in the next 8 hours?,TEMPERATURE_MIN,GET,RAW,"[""dhamni raygad""]","[""next 8 hours""]"
"Whts dew temperature in Mamidipalle, Kottur tomorrow",DEW_POINT,GET,RAW,"[""Mamidipalle, Kottur""]","[""tomorrow""]"
Infom me if rain chance bad in Bikaner around 3:30 pm,RAIN,ALERT,RAW,"[""Bikaner""]","[""3:30 pm""]"
Upcoming weaather Haragarahalli or Chick-angrolli,FORECAST,COMPARE,RAW,"[""Haragarahalli"", ""Chick-angrolli""]",[]
how is the moisture in the air changing in daryapur around 10:45 pm?,HUMIDITY,GET,TREND,"[""daryapur""]","[""10:45 pm""]"
Update me on the ground temperature in Chick-angrolli today??,SOIL_TEMPERATURE,GET,RAW,"[""Chick-angrolli""]","[""today""]"
"i might be driving through rudrpur by 9 pm, any chance of dewpoint?",DEW_POINT,GET,RAW,"[""rudrpur""]","[""9 pm""]"
"message me the upcominng weather in iowa, united states on wednesday",FORECAST,ALERT,RAW,"[""iowa, united states""]","[""wednesday""]"
"Is the raining getting better or worse Chopara, Uttarakhand for the next 3 days?",RAIN,GET,TREND,"[""Chopara, Uttarakhand""]","[""next 3 days""]"
Inform me if storm bad in Kendua,RAIN,ALERT,RAW,"[""Kendua""]",[]
is the bdal highher in deoghar or in sandongri by 1:48 pm?,CLOUD_COVER,COMPARE,RAW,"[""deoghar"", ""sandongri""]","[""1:48 pm""]"
"Which has higher sunlite, Rasunchak, Paschim Medinipur, West Bengal or Bhikhnadih at 7 pm?",SUNSHINE,COMPARE,RAW,"[""Rasunchak, Paschim Medinipur, West Bengal"", ""Bhikhnadih""]","[""7 pm""]"
flag the soil temprature 2nite,SOIL_TEMPERATURE,ALERT,RAW,[],"[""2nite""]"
"plz Compare the hawa ki raftar between Ganga Param, Bihar and Deopada Nashik by 2 AM",WIND_SPEED,COMPARE,RAW,"[""Ganga Param, Bihar"", ""Deopada Nashik""]","[""2 AM""]"
"Comre ground moisture in Alinjikuppam, Pernambut vs Gerai Ki Guwari",SOIL_MOISTURE,COMPARE,RAW,"[""Alinjikuppam, Pernambut"", ""Gerai Ki Guwari""]",[]
Compare the wnd direction this area with Pernambuco around 10:45 PM,WIND_DIRECTION,COMPARE,RAW,"[""this area"", ""Pernambuco""]","[""10:45 PM""]"
Put a reminder for cloud coverage in Kilsevur R.f. during the sowing week,CLOUD_COVER,ALERT,RAW,"[""Kilsevur R.f.""]","[""sowing week""]"
Could you let me know the vaana in Mizoram tommorow?,RAIN,GET,RAW,"[""Mizoram""]","[""tommorow""]"
urgent How does the wind gusts here compare with Badadunguripali around 6 PM?,WIND_SPEED,COMPARE,RAW,"[""here"", ""Badadunguripali""]","[""6 PM""]"
Araji Maphi Soana how windy on Wednesday,WIND_SPEED,GET,RAW,"[""Araji Maphi Soana""]","[""Wednesday""]"
is there any sunny hours warnnig at my place this afternoon?,SUNSHINE,ALERT,RAW,"[""my place""]","[""this afternoon""]"
"Which one should i pick for direction wind from 2 am to 7 AM, Kerala or Sayan Madhogarh Jalaun Uttarpradesh",WIND_DIRECTION,COMPARE,RAW,"[""Kerala"", ""Sayan Madhogarh Jalaun Uttarpradesh""]","[""2 am to 7 AM""]"
How does the muasam in Iowa 9 pm compare to 12:30 PM?,CURRENT_CONDITIONS,COMPARE,RAW,"[""Iowa""]","[""9 pm"", ""12:30 PM""]"
Tel me minimum temparture near by today,TEMPERATURE_MIN,GET,RAW,"[""near by""]","[""today""]"
Is any dew point temp advisory issued for Canada around 9:54 AM?,DEW_POINT,ALERT,RAW,"[""Canada""]","[""9:54 AM""]"
Whats the windy like over in Nibheri Guna next month,WIND_SPEED,GET,RAW,"[""Nibheri Guna""]","[""next month""]"
How is the minimum temperature in my field at 11:30 AM?,TEMPERATURE_MIN,GET,RAW,"[""my field""]","[""11:30 AM""]"
"can you check whether antari, shahdol will be cooler than fazalnagar for peak temperature day after tomorrow?",TEMPERATURE_MAX,COMPARE,RAW,"[""antari, shahdol"", ""fazalnagar""]","[""day after tomorrow""]"
Message me the cloud cover in Abhaakuti,CLOUD_COVER,ALERT,RAW,"[""Abhaakuti""]",[]
"wind bearing in badadunguripali, bolangir (balangir): 4:50 pm or next week?",WIND_DIRECTION,COMPARE,RAW,"[""badadunguripali, bolangir (balangir)""]","[""4:50 pm"", ""next week""]"
Soil moistuer at 10 m details for Tambwa Bid Maharashtra this evening,SOIL_MOISTURE,GET,RAW,"[""Tambwa Bid Maharashtra""]","[""this evening""]"
Infrm me if soil tempreature at 40cm bad in Saran Nani for the next 7 days,SOIL_TEMPERATURE,ALERT,RAW,"[""Saran Nani""]","[""next 7 days""]"
send me an alert if the dew point is unusual in rupaspur patna this week,DEW_POINT,ALERT,RAW,"[""rupaspur patna""]","[""this week""]"
deoghur soil moisture at 40 m 1 am vs 10:30 pm,SOIL_MOISTURE,COMPARE,RAW,"[""deoghur""]","[""1 am"", ""10:30 pm""]"
"Which one should i pick for weather ahead tomorrow, Turamamidi or Araji Maphi Soana?",FORECAST,COMPARE,RAW,"[""Turamamidi"", ""Araji Maphi Soana""]","[""tomorrow""]"
Strongest ground moisture in Ambeneri tonight,SOIL_MOISTURE,GET,MAX,"[""Ambeneri""]","[""tonight""]"
Is the rain inceasig in Sayan Madhogarh Jalaun Uttarpradesh 2day?,RAIN,GET,TREND,"[""Sayan Madhogarh Jalaun Uttarpradesh""]","[""2day""]"
"Soil mosture at 10cm in Kotpad, Chhatisgarh India and Dindigul East, Tmil Nadu on Tuesday",SOIL_MOISTURE,COMPARE,RAW,"[""Kotpad"", ""Chhatisgarh India"", ""Dindigul East, Tmil Nadu""]","[""Tuesday""]"
"Around 10 pm, what is the soil temperature 10cm around here?",SOIL_TEMPERATURE,GET,RAW,"[""here""]","[""10 pm""]"
"set an alart for cloudness in ganderi, dungarpur day after tomorow..",CLOUD_COVER,ALERT,RAW,"[""ganderi, dungarpur""]","[""day after tomorow""]"
"dew poinnt temp in konardihi, paschim barddhaman, colorado, united states and panposh, odisha",DEW_POINT,COMPARE,RAW,"[""konardihi, paschim barddhaman"", ""colorado, united states"", ""panposh, odisha""]",[]
Whats the showers looking like in Jujuy tomorrow morning?,RAIN,GET,RAW,"[""Jujuy""]","[""tomorrow morning""]"
Any warnings about lowest temp in Barwala tommorow?,TEMPERATURE_MIN,ALERT,RAW,"[""Barwala""]","[""tommorow""]"
Reminder for weather prediction Mairi on Sunday,FORECAST,ALERT,RAW,"[""Mairi""]","[""Sunday""]"
put the hiehest temperature today near by against samasarpur rn,TEMPERATURE_MAX,COMPARE,RAW,"[""near by"", ""samasarpur""]","[""rn""]"
